genes,pfam_annotation,pfam_code
STRG.15733,CAMSAP_CH,PF11971
STRG.8852,CAMSAP_CH,PF11971
STRG.18362,CAMSAP_CH,PF11971
STRG.41030,CAMSAP_CH,PF11971
STRG.35924,CAMSAP_CH,PF11971
STRG.6002,CAMSAP_CH,PF11971
STRG.43402,CAMSAP_CH,PF11971
STRG.1266,CAMSAP_CH,PF11971
STRG.21187,CAP,PF00188
STRG.11254,CAP,PF00188
STRG.19018,CAP,PF00188
STRG.19019.2,CAP,PF00188
STRG.19019.3,CAP,PF00188
STRG.19019.4,CAP,PF00188
STRG.19019.5,CAP,PF00188
STRG.19019.6,CAP,PF00188
STRG.19019.7,CAP,PF00188
STRG.19019.1,CAP,PF00188
STRG.385,CAP,PF00188
STRG.7561,CAP,PF00188
STRG.19019,CAP,PF00188
STRG.19552,CAP,PF00188
STRG.36090,CAP,PF00188
STRG.11998,CAP,PF00188
STRG.36093,CAP,PF00188
STRG.11997,CAP,PF00188
STRG.19020,CAP,PF00188
STRG.19019.8,CAP,PF00188
STRG.2771,CAP,PF00188
STRG.14014,CAP,PF00188
STRG.27523.1,CAP,PF00188
STRG.14865,CAP,PF00188
STRG.3588,CAP,PF00188
STRG.27949,CAP,PF00188
STRG.22709,CAP,PF00188
STRG.39165,CAP,PF00188
STRG.11251,CAP,PF00188
STRG.14007,CAP,PF00188
STRG.19552.3,CAP,PF00188
STRG.22135,CAP,PF00188
STRG.36085,CAP,PF00188
STRG.14012,CAP,PF00188
STRG.19552.4,CAP,PF00188
STRG.37062,CAP,PF00188
STRG.612,CAP,PF00188
STRG.21460,CAP,PF00188
STRG.8953,CAP,PF00188
STRG.8206,CAP,PF00188
STRG.8208,CAP,PF00188
STRG.11346,CAP,PF00188
STRG.19531,CAP,PF00188
STRG.36088,CAP,PF00188
STRG.29045,CAP,PF00188
STRG.43408,CAP,PF00188
STRG.21446,CAP,PF00188
STRG.36660,CAP,PF00188
STRG.3589,CAP,PF00188
STRG.21456,CAP,PF00188
STRG.28156,CAP,PF00188
STRG.13924,CAP,PF00188
STRG.29787.1,CAP,PF00188
STRG.21447,CAP,PF00188
STRG.14009,CAP,PF00188
STRG.21442,CAP,PF00188
STRG.21458,CAP,PF00188
STRG.21454,CAP,PF00188
STRG.14859,CAP,PF00188
STRG.28151,CAP,PF00188
STRG.8210,CAP,PF00188
STRG.21443,CAP,PF00188
STRG.28150,CAP,PF00188
STRG.14864,CAP,PF00188
STRG.36660.2,CAP,PF00188
STRG.27510,CAP,PF00188
STRG.21453,CAP,PF00188
STRG.36893,CAP,PF00188
STRG.21451,CAP,PF00188
STRG.28447,CAP,PF00188
STRG.40188.1,CAP,PF00188
STRG.21457,CAP,PF00188
STRG.5619,CAP,PF00188
STRG.21449,CAP,PF00188
STRG.5623,CAP,PF00188
STRG.29771,CAP,PF00188
STRG.8205,CAP,PF00188
STRG.13576,CAP-ZIP_m,PF15255
STRG.32542,Caprin-1_dimer,PF18293
STRG.22564,CAP_C,PF08603
STRG.43058,CAP_C,PF08603
STRG.6846,CAP_GLY,PF01302
STRG.36683,CAP_GLY,PF01302
STRG.9452,CAP_GLY,PF01302
STRG.12044,CAP_GLY,PF01302
STRG.4833,CAP_GLY,PF01302
STRG.2982,CAP_GLY,PF01302
STRG.36683.3,CAP_GLY,PF01302
STRG.6901,CAP_GLY,PF01302
STRG.32272,CAP_GLY,PF01302
STRG.39403,CAP_GLY,PF01302
STRG.23412,CAP_GLY,PF01302
STRG.29907,CAP_GLY,PF01302
STRG.22561,CAP_GLY,PF01302
STRG.17973,CAP_GLY,PF01302
STRG.4740,CAP_GLY,PF01302
STRG.33749,CAP_GLY,PF01302
STRG.4199,CAP_GLY,PF01302
STRG.1981,CAP_GLY,PF01302
STRG.32170,CarbopepD_reg_2,PF13715
STRG.21870,Carboxyl_trans,PF01039
STRG.22024,Carboxyl_trans,PF01039
STRG.14256,Carboxyl_trans,PF01039
STRG.14256.1,Carboxyl_trans,PF01039
STRG.9085,CarboxypepD_reg,PF13620
STRG.28695,CarboxypepD_reg,PF13620
STRG.9086,CarboxypepD_reg,PF13620
STRG.33750,CarboxypepD_reg,PF13620
STRG.173,CarboxypepD_reg,PF13620
STRG.14100,CarboxypepD_reg,PF13620
STRG.16698,Carb_anhydrase,PF00194
STRG.13175,Carb_anhydrase,PF00194
STRG.14271,Carb_anhydrase,PF00194
STRG.40389,Carb_anhydrase,PF00194
STRG.13174,Carb_anhydrase,PF00194
STRG.13184,Carb_anhydrase,PF00194
STRG.36428,Carb_anhydrase,PF00194
STRG.36427,Carb_anhydrase,PF00194
STRG.470,Carb_anhydrase,PF00194
STRG.7674,Carb_anhydrase,PF00194
STRG.34997,Carb_anhydrase,PF00194
STRG.14728,Carb_anhydrase,PF00194
STRG.40377,Carb_anhydrase,PF00194
STRG.37944.1,Carb_anhydrase,PF00194
STRG.37944.2,Carb_anhydrase,PF00194
STRG.36089.1,Carb_anhydrase,PF00194
STRG.22633,Carb_anhydrase,PF00194
STRG.11250,Carb_anhydrase,PF00194
STRG.13180,Carb_anhydrase,PF00194
STRG.3038,Carb_anhydrase,PF00194
STRG.37573,Carb_anhydrase,PF00194
STRG.35059,Carb_anhydrase,PF00194
STRG.32233,Carb_anhydrase,PF00194
STRG.424,Carb_anhydrase,PF00194
STRG.43478,Carb_anhydrase,PF00194
STRG.36089.2,Carb_anhydrase,PF00194
STRG.27229,Carb_kinase,PF01256
STRG.6946,Carb_kinase,PF01256
STRG.43167,CARD,PF00619
STRG.16949,CARD,PF00619
STRG.25592,CARD,PF00619
STRG.13268,CARD,PF00619
STRG.4267,CARD,PF00619
STRG.4266,CARD,PF00619
STRG.4049,CARD,PF00619
STRG.20378,CARD,PF00619
STRG.27362,CARD,PF00619
STRG.43725,CARD,PF00619
STRG.21841,CARD,PF00619
STRG.6990,CARD,PF00619
STRG.30228,CARD,PF00619
STRG.30228.2,CARD,PF00619
STRG.17042,CARD,PF00619
STRG.27252.2,CARD_2,PF16739
STRG.27252,CARD_2,PF16739
STRG.27250,CARD_2,PF16739
STRG.31362,CARD_2,PF16739
STRG.27249,CARD_2,PF16739
STRG.22674,CARD_2,PF16739
STRG.1474.2,CARM1,PF11531
STRG.1474,CARM1,PF11531
STRG.36649,CARMIL_C,PF16000
STRG.10759,Carn_acyltransf,PF00755
STRG.42845,Carn_acyltransf,PF00755
STRG.16655,Carn_acyltransf,PF00755
STRG.12289,Carn_acyltransf,PF00755
STRG.17029,Carn_acyltransf,PF00755
STRG.10646,Carn_acyltransf,PF00755
STRG.17029.2,Carn_acyltransf,PF00755
STRG.25306,Carn_acyltransf,PF00755
STRG.25310,Carn_acyltransf,PF00755
STRG.42890,Carn_acyltransf,PF00755
STRG.42884,Carn_acyltransf,PF00755
STRG.25306.5,Carn_acyltransf,PF00755
STRG.25308,Carn_acyltransf,PF00755
STRG.35072,Cas1_AcylT,PF07779
STRG.18107,Cas1_AcylT,PF07779
STRG.14735,Cas1_AcylT,PF07779
STRG.32540,Casc1_N,PF15927
STRG.14876,CASP_C,PF08172
STRG.10527,Cast,PF10174
STRG.40015,CAS_C,PF12026
STRG.5522,CAS_CSE1,PF03378
STRG.5192,Catalase,PF00199
STRG.19215,Catalase,PF00199
STRG.5192.2,Catalase,PF00199
STRG.4946,CathepsinC_exc,PF08773
STRG.10566,Cation_ATPase,PF13246
STRG.43112,Cation_ATPase,PF13246
STRG.43113,Cation_ATPase,PF13246
STRG.32078,Cation_ATPase,PF13246
STRG.30157,Cation_ATPase,PF13246
STRG.29053,Cation_ATPase,PF13246
STRG.10571,Cation_ATPase,PF13246
STRG.10723,Cation_ATPase,PF13246
STRG.34880,Cation_ATPase,PF13246
STRG.34332,Cation_ATPase,PF13246
STRG.31120,Cation_ATPase,PF13246
STRG.3446,Cation_ATPase,PF13246
STRG.2013,Cation_ATPase,PF13246
STRG.28509,Cation_ATPase,PF13246
STRG.39722,Cation_ATPase_C,PF00689
STRG.10570.5,Cation_ATPase_C,PF00689
STRG.39725,Cation_ATPase_C,PF00689
STRG.43113.3,Cation_ATPase_C,PF00689
STRG.43113.6,Cation_ATPase_C,PF00689
STRG.10570.2,Cation_ATPase_N,PF00690
STRG.7850,Cation_ATPase_N,PF00690
STRG.19783,Cation_efflux,PF01545
STRG.10603,Cation_efflux,PF01545
STRG.39017,Cation_efflux,PF01545
STRG.17273,Cation_efflux,PF01545
STRG.11450,Cation_efflux,PF01545
STRG.41943,Cation_efflux,PF01545
STRG.6005,Cation_efflux,PF01545
STRG.32372,Cation_efflux,PF01545
STRG.41811,Cation_efflux,PF01545
STRG.37089,Cation_efflux,PF01545
STRG.8375,Cation_efflux,PF01545
STRG.37089.2,Cation_efflux,PF01545
STRG.27902,Cation_efflux,PF01545
STRG.7305,Cation_efflux,PF01545
STRG.7306,Cation_efflux,PF01545
STRG.7303,Cation_efflux,PF01545
STRG.9028,Cation_efflux,PF01545
STRG.1535,CATSPERD,PF15020
STRG.35764,CATSPERD,PF15020
STRG.36997,CATSPERD,PF15020
STRG.36996,CATSPERD,PF15020
STRG.43577,Cauli_VI,PF01693
STRG.20621,Caveolin,PF01146
STRG.7704,Caveolin,PF01146
STRG.14391,Caveolin,PF01146
STRG.22343,Ca_chan_IQ,PF08763
STRG.16988,Ca_chan_IQ,PF08763
STRG.21170,Ca_chan_IQ,PF08763
STRG.27371,Ca_chan_IQ,PF08763
STRG.27638,Ca_hom_mod,PF14798
STRG.32341,Ca_hom_mod,PF14798
STRG.3085,Ca_hom_mod,PF14798
STRG.32340,Ca_hom_mod,PF14798
STRG.5947,Ca_hom_mod,PF14798
STRG.5948,Ca_hom_mod,PF14798
STRG.10318,Ca_hom_mod,PF14798
STRG.21753,Ca_hom_mod,PF14798
STRG.6164,Ca_hom_mod,PF14798
STRG.1855,Ca_hom_mod,PF14798
STRG.29021,Ca_hom_mod,PF14798
STRG.8356,Ca_hom_mod,PF14798
STRG.8494,Ca_hom_mod,PF14798
STRG.28152.1,Ca_hom_mod,PF14798
STRG.28152.2,Ca_hom_mod,PF14798
STRG.28152.3,Ca_hom_mod,PF14798
STRG.13480,Ca_hom_mod,PF14798
STRG.5134,CBAH,PF02275
STRG.34758,CBAH,PF02275
STRG.5135,CBAH,PF02275
STRG.32922,CBAH,PF02275
STRG.8492,CBAH,PF02275
STRG.17906.1,CBAH,PF02275
STRG.17906,CBAH,PF02275
STRG.10583,CBAH,PF02275
STRG.27696,CBAH,PF02275
STRG.24474,CBF,PF03914
STRG.40454,CBF,PF03914
STRG.20002,CBF,PF03914
STRG.24263,CBFB_NFYA,PF02045
STRG.19831,CBFD_NFYB_HMF,PF00808
STRG.11148,CBFD_NFYB_HMF,PF00808
STRG.13382,CBFD_NFYB_HMF,PF00808
STRG.23033,CBFD_NFYB_HMF,PF00808
STRG.11799,CBFD_NFYB_HMF,PF00808
STRG.4197.1,CBFD_NFYB_HMF,PF00808
STRG.42291,CBFD_NFYB_HMF,PF00808
STRG.30124,CBFD_NFYB_HMF,PF00808
STRG.20459,CBFD_NFYB_HMF,PF00808
STRG.39005,CBFD_NFYB_HMF,PF00808
STRG.42518,CBFD_NFYB_HMF,PF00808
STRG.30613,CBFD_NFYB_HMF,PF00808
STRG.36567,CBFD_NFYB_HMF,PF00808
STRG.39004,CBFD_NFYB_HMF,PF00808
STRG.43197.1,CBFD_NFYB_HMF,PF00808
STRG.43197.2,CBFD_NFYB_HMF,PF00808
STRG.43197.3,CBFD_NFYB_HMF,PF00808
STRG.43197.4,CBFD_NFYB_HMF,PF00808
STRG.31475.3,CBFD_NFYB_HMF,PF00808
STRG.7625.1,CBFD_NFYB_HMF,PF00808
STRG.7625,CBFD_NFYB_HMF,PF00808
STRG.7626,CBFD_NFYB_HMF,PF00808
STRG.42521.1,CBFD_NFYB_HMF,PF00808
STRG.42750,CBFD_NFYB_HMF,PF00808
STRG.30612,CBFD_NFYB_HMF,PF00808
STRG.36566,CBFD_NFYB_HMF,PF00808
STRG.37926.2,CBFD_NFYB_HMF,PF00808
STRG.42522,CBFD_NFYB_HMF,PF00808
STRG.10447,CBFD_NFYB_HMF,PF00808
STRG.15161,CBF_beta,PF02312
STRG.31809,Cbl_N,PF02262
STRG.12873,CBM53,PF16760
STRG.285,CBM53,PF16760
STRG.12881,CBM53,PF16760
STRG.22119,CBM9_1,PF06452
STRG.43464,CBM_11,PF03425
STRG.5563,CBM_14,PF01607
STRG.29340,CBM_14,PF01607
STRG.29342,CBM_14,PF01607
STRG.12703,CBM_14,PF01607
STRG.12701,CBM_14,PF01607
STRG.12702,CBM_14,PF01607
STRG.4853,CBM_14,PF01607
STRG.12709,CBM_14,PF01607
STRG.19912,CBM_14,PF01607
STRG.26204,CBM_14,PF01607
STRG.14862,CBM_14,PF01607
STRG.14866,CBM_14,PF01607
STRG.39166,CBM_14,PF01607
STRG.7888,CBM_14,PF01607
STRG.14856,CBM_14,PF01607
STRG.41236.5,CBM_14,PF01607
STRG.43804,CBM_2,PF00553
STRG.43805,CBM_2,PF00553
STRG.43801,CBM_2,PF00553
STRG.40385,CBP4,PF07960
STRG.11372,CBS,PF00571
STRG.39934,CBS,PF00571
STRG.3372,CBS,PF00571
STRG.26003,CBS,PF00571
STRG.20516,CBS,PF00571
STRG.21303,CBS,PF00571
STRG.43443,CBS,PF00571
STRG.22713,CBS,PF00571
STRG.37044,CBS,PF00571
STRG.21303.1,CBS,PF00571
STRG.7099,CBX7_C,PF17218
STRG.33962,CBX7_C,PF17218
STRG.7142,CBX7_C,PF17218
STRG.7094,CC2-LZ,PF16516
STRG.40690,CC2-LZ,PF16516
STRG.19143,CC2-LZ,PF16516
STRG.39586,CC2-LZ,PF16516
STRG.15576,CC2-LZ,PF16516
STRG.11763,CC2D2AN-C2,PF15625
STRG.3154,CCCAP,PF15964
STRG.38080,CCCAP,PF15964
STRG.1727,CCCAP,PF15964
STRG.7666,CCCAP,PF15964
STRG.14701,CCDC106,PF15794
STRG.9602,Ccdc124,PF06244
STRG.44202,CCDC14,PF15254
STRG.44202.2,CCDC14,PF15254
STRG.4525,CCDC142,PF14923
STRG.27794,CCDC154,PF15450
STRG.16247,CCDC158,PF15921
STRG.6155,CCDC158,PF15921
STRG.10701,CCDC23,PF15674
STRG.19278,CCDC24,PF15669
STRG.3831,CCDC24,PF15669
STRG.39260,CCDC32,PF14989
STRG.6624.2,CCDC50_N,PF15295
STRG.6624,CCDC50_N,PF15295
STRG.43050,CCDC53,PF10152
STRG.43050.2,CCDC53,PF10152
STRG.13886,CCDC53,PF10152
STRG.29646,CCDC66,PF15236
STRG.29838,CCDC66,PF15236
STRG.10038,CCDC73,PF15818
STRG.32944,CCDC74_C,PF14917
STRG.44056,CCDC84,PF14968
STRG.44056.1,CCDC84,PF14968
STRG.44056.2,CCDC84,PF14968
STRG.9256,CCDC85,PF10226
STRG.6434,CCDC92,PF14916
STRG.26607,CCDC93_CC,PF09762
STRG.3845,CCSAP,PF15748
STRG.16000,CCSMST1,PF15013
STRG.43729,CD20,PF04103
STRG.34537,CD20,PF04103
STRG.34439,CD20,PF04103
STRG.34438,CD20,PF04103
STRG.17227,CD20,PF04103
STRG.17777,CD20,PF04103
STRG.37747,CD20,PF04103
STRG.38695,CD20,PF04103
STRG.14628,CD225,PF04505
STRG.14632,CD225,PF04505
STRG.14633,CD225,PF04505
STRG.38831,CD225,PF04505
STRG.14628.2,CD225,PF04505
STRG.14628.3,CD225,PF04505
STRG.14627,CD225,PF04505
STRG.29501,CD225,PF04505
STRG.14631,CD225,PF04505
STRG.9150,CD225,PF04505
STRG.9151,CD225,PF04505
STRG.9148,CD225,PF04505
STRG.14628.1,CD225,PF04505
STRG.39823,CD36,PF01130
STRG.19687,CD36,PF01130
STRG.22736,CD36,PF01130
STRG.11878,CD36,PF01130
STRG.31665,CD36,PF01130
STRG.29132,CDC24,PF06395
STRG.19085,CDC24_OB1,PF17246
STRG.43124,CDC27,PF09507
STRG.8847,CDC37_C,PF08564
STRG.39130,CDC45,PF02724
STRG.39130.1,CDC45,PF02724
STRG.9600,CDC50,PF03381
STRG.25056,CDC73_C,PF05179
STRG.33943,CDH-cyt,PF16010
STRG.37489,CDH-cyt,PF16010
STRG.7969,CDH1_2_SANT_HL1,PF18375
STRG.44036,CDI,PF02234
STRG.19660,CDI,PF02234
STRG.44043,CDI,PF02234
STRG.24613.1,CDK2AP,PF09806
STRG.24613,CDK2AP,PF09806
STRG.7810,CDK5_activator,PF03261
STRG.5490,CDKN3,PF05706
STRG.9115,CDO_I,PF05995
STRG.37775,CDP-OH_P_transf,PF01066
STRG.28123,CDP-OH_P_transf,PF01066
STRG.1169.2,CDP-OH_P_transf,PF01066
STRG.1169,CDP-OH_P_transf,PF01066
STRG.43465,CDP-OH_P_transf,PF01066
STRG.34050,CDP-OH_P_transf,PF01066
STRG.10134.1,CDP-OH_P_transf,PF01066
STRG.10134.3,CDP-OH_P_transf,PF01066
STRG.10136,CDP-OH_P_transf,PF01066
STRG.10955,CDPS,PF16715
STRG.10953,CDPS,PF16715
STRG.25312,CDPS,PF16715
STRG.10958,CDPS,PF16715
STRG.15163,CDT1,PF08839
STRG.30578,CDV3,PF15359
STRG.29599,CEBP_ZZ,PF16366
STRG.27504,CEBP_ZZ,PF16366
STRG.15656,CECR6_TMEM121,PF14997
STRG.19991,CECR6_TMEM121,PF14997
STRG.25650,CECR6_TMEM121,PF14997
STRG.25649,CECR6_TMEM121,PF14997
STRG.25656.1,CECR6_TMEM121,PF14997
STRG.25654,CECR6_TMEM121,PF14997
STRG.25656,CECR6_TMEM121,PF14997
STRG.25649.1,CECR6_TMEM121,PF14997
STRG.25657.1,CECR6_TMEM121,PF14997
STRG.25655.1,CECR6_TMEM121,PF14997
STRG.5428,CECR6_TMEM121,PF14997
STRG.25648,CECR6_TMEM121,PF14997
STRG.42147,CECR6_TMEM121,PF14997
STRG.29158.1,CECR6_TMEM121,PF14997
STRG.25653,CECR6_TMEM121,PF14997
STRG.29157.1,CECR6_TMEM121,PF14997
STRG.29157.2,CECR6_TMEM121,PF14997
STRG.26085,cEGF,PF12662
STRG.34653,cEGF,PF12662
STRG.23860,cEGF,PF12662
STRG.34655,cEGF,PF12662
STRG.23857,cEGF,PF12662
STRG.10490,cEGF,PF12662
STRG.12408,cEGF,PF12662
STRG.12417,cEGF,PF12662
STRG.40817,cEGF,PF12662
STRG.6403,cEGF,PF12662
STRG.27724,cEGF,PF12662
STRG.39024,cEGF,PF12662
STRG.16297,cEGF,PF12662
STRG.10491,cEGF,PF12662
STRG.42049,cEGF,PF12662
STRG.34654,cEGF,PF12662
STRG.43080,cEGF,PF12662
STRG.42719,cEGF,PF12662
STRG.32843,cEGF,PF12662
STRG.26365,cEGF,PF12662
STRG.19520,cEGF,PF12662
STRG.35207,cEGF,PF12662
STRG.43476,cEGF,PF12662
STRG.21553,cEGF,PF12662
STRG.16293,cEGF,PF12662
STRG.41684,cEGF,PF12662
STRG.20251,cEGF,PF12662
STRG.35434,cEGF,PF12662
STRG.37220,cEGF,PF12662
STRG.34656,cEGF,PF12662
STRG.20327,cEGF,PF12662
STRG.16804,cEGF,PF12662
STRG.10908,cEGF,PF12662
STRG.23370,cEGF,PF12662
STRG.13078,cEGF,PF12662
STRG.2007,cEGF,PF12662
STRG.2004,cEGF,PF12662
STRG.21764,cEGF,PF12662
STRG.34657,cEGF,PF12662
STRG.21076,cEGF,PF12662
STRG.13074,cEGF,PF12662
STRG.4694,cEGF,PF12662
STRG.13079,cEGF,PF12662
STRG.9783,cEGF,PF12662
STRG.2697,cEGF,PF12662
STRG.13081,cEGF,PF12662
STRG.6741,cEGF,PF12662
STRG.40660,cEGF,PF12662
STRG.21799,cEGF,PF12662
STRG.43368,cEGF,PF12662
STRG.19318,cEGF,PF12662
STRG.33254,cEGF,PF12662
STRG.29910,cEGF,PF12662
STRG.874,cEGF,PF12662
STRG.13076,cEGF,PF12662
STRG.874.1,cEGF,PF12662
STRG.8037,cEGF,PF12662
STRG.40375,cEGF,PF12662
STRG.40561,cEGF,PF12662
STRG.21074,cEGF,PF12662
STRG.24963,cEGF,PF12662
STRG.27725,cEGF,PF12662
STRG.22175,cEGF,PF12662
STRG.29621,cEGF,PF12662
STRG.12645,cEGF,PF12662
STRG.5585,cEGF,PF12662
STRG.32879,cEGF,PF12662
STRG.28442,cEGF,PF12662
STRG.16298,cEGF,PF12662
STRG.32867,cEGF,PF12662
STRG.3382,cEGF,PF12662
STRG.40373,cEGF,PF12662
STRG.32877,cEGF,PF12662
STRG.23969,cEGF,PF12662
STRG.39362,cEGF,PF12662
STRG.37157,cEGF,PF12662
STRG.16555,cEGF,PF12662
STRG.30076,cEGF,PF12662
STRG.3075,cEGF,PF12662
STRG.24322,cEGF,PF12662
STRG.7540,cEGF,PF12662
STRG.23726,cEGF,PF12662
STRG.28632,cEGF,PF12662
STRG.17731,cEGF,PF12662
STRG.6483,cEGF,PF12662
STRG.41453,cEGF,PF12662
STRG.2020,cEGF,PF12662
STRG.11592,cEGF,PF12662
STRG.40937,cEGF,PF12662
STRG.13348,cEGF,PF12662
STRG.6085,cEGF,PF12662
STRG.7491,cEGF,PF12662
STRG.6001,cEGF,PF12662
STRG.31490,cEGF,PF12662
STRG.575,cEGF,PF12662
STRG.36693,cEGF,PF12662
STRG.16792,cEGF,PF12662
STRG.14485,cEGF,PF12662
STRG.26715,cEGF,PF12662
STRG.36974,cEGF,PF12662
STRG.5015,cEGF,PF12662
STRG.28633,cEGF,PF12662
STRG.458,cEGF,PF12662
STRG.416,cEGF,PF12662
STRG.4369,cEGF,PF12662
STRG.34643,cEGF,PF12662
STRG.19131,cEGF,PF12662
STRG.3433,cEGF,PF12662
STRG.7386,cEGF,PF12662
STRG.10017,cEGF,PF12662
STRG.3398,cEGF,PF12662
STRG.21517,cEGF,PF12662
STRG.16266,cEGF,PF12662
STRG.4679,cEGF,PF12662
STRG.31554,cEGF,PF12662
STRG.11436.1,cEGF,PF12662
STRG.452,cEGF,PF12662
STRG.14773,cEGF,PF12662
STRG.41301,cEGF,PF12662
STRG.21065,cEGF,PF12662
STRG.23499,cEGF,PF12662
STRG.33871,cEGF,PF12662
STRG.11436,cEGF,PF12662
STRG.41458,cEGF,PF12662
STRG.266,cEGF,PF12662
STRG.10686,cEGF,PF12662
STRG.5014,cEGF,PF12662
STRG.22282,cEGF,PF12662
STRG.34938,cEGF,PF12662
STRG.20885,cEGF,PF12662
STRG.40191,Cellulase,PF00150
STRG.26276,Cellulase,PF00150
STRG.35542,CENP-C_C,PF11699
STRG.1092,CENP-F_C_Rb_bdg,PF10490
STRG.5829,CENP-H,PF05837
STRG.39103,CENP-H,PF05837
STRG.8300,CENP-I,PF07778
STRG.29438,CENP-L,PF13092
STRG.9943,CENP-M,PF11111
STRG.9337,CENP-N,PF05238
STRG.17634.1,CENP-O,PF09496
STRG.13852,CENP-P,PF13096
STRG.16124,CENP-S,PF15630
STRG.9291,CENP-T_C,PF15511
STRG.11909.1,CENP-T_C,PF15511
STRG.39001.2,CENP-T_C,PF15511
STRG.39003,CENP-T_C,PF15511
STRG.4661.1,CENP-T_C,PF15511
STRG.7625.2,CENP-T_C,PF15511
STRG.7626.1,CENP-T_C,PF15511
STRG.37930.1,CENP-T_C,PF15511
STRG.38730,CENP-U,PF13097
STRG.2420,CENP-U,PF13097
STRG.42130,CENP-X,PF09415
STRG.36444,CEP19,PF14933
STRG.2940,CEP209_CC5,PF16574
STRG.6913,Cep57_CLD,PF14073
STRG.12060,CEP63,PF17045
STRG.42625,CEP76-C2,PF15627
STRG.15495,Ceramidase,PF05875
STRG.14836,Ceramidase,PF05875
STRG.6362,CFAP298,PF11069
STRG.14980,CFAP91,PF14738
STRG.27035,CG-1,PF03859
STRG.8810,Cg6151-P,PF10233
STRG.25354,CGI-121,PF08617
STRG.37957.1,Cgr1,PF03879
STRG.11602,CH,PF00307
STRG.13629,CH,PF00307
STRG.23422,CH,PF00307
STRG.24426,CH,PF00307
STRG.36388,CH,PF00307
STRG.11200,CH,PF00307
STRG.43525,CH,PF00307
STRG.43540,CH,PF00307
STRG.39622,CH,PF00307
STRG.33729,CH,PF00307
STRG.43401,CH,PF00307
STRG.41729,CH,PF00307
STRG.41729.2,CH,PF00307
STRG.24417,CH,PF00307
STRG.8105,CH,PF00307
STRG.5735,CH,PF00307
STRG.17278,CH,PF00307
STRG.142,CH,PF00307
STRG.16596,CH,PF00307
STRG.6107,CH,PF00307
STRG.43540.5,CH,PF00307
STRG.13141,CH,PF00307
STRG.23258,CH,PF00307
STRG.39538,CH,PF00307
STRG.31357,CH,PF00307
STRG.6634,CH,PF00307
STRG.22179,CH,PF00307
STRG.33731,CH,PF00307
STRG.40202,CH,PF00307
STRG.44141,CH,PF00307
STRG.13894,ChaC,PF04752
STRG.33608,ChaC,PF04752
STRG.19839,ChaC,PF04752
STRG.1651,CHAT,PF12770
STRG.33213,CHAT,PF12770
STRG.39733,CHAT,PF12770
STRG.16879.2,CHAT,PF12770
STRG.22294,CHAT,PF12770
STRG.34755,CHAT,PF12770
STRG.16876,CHAT,PF12770
STRG.29197,CHAT,PF12770
STRG.18984,CHAT,PF12770
STRG.42592,CHAT,PF12770
STRG.19683,CHAT,PF12770
STRG.15769,CHAT,PF12770
STRG.22934,CHAT,PF12770
STRG.2849.1,CHAT,PF12770
STRG.13966,CHAT,PF12770
STRG.27550,CHAT,PF12770
STRG.31433,CHAT,PF12770
STRG.35831,CHAT,PF12770
STRG.43980,CHAT,PF12770
STRG.24599,CHAT,PF12770
STRG.36247,CHAT,PF12770
STRG.264,CHAT,PF12770
STRG.26782,CHAT,PF12770
STRG.43851,CHAT,PF12770
STRG.34749,CHAT,PF12770
STRG.20984,CHAT,PF12770
STRG.40125,CHAT,PF12770
STRG.20598,CHAT,PF12770
STRG.268,CHAT,PF12770
STRG.20638,CHAT,PF12770
STRG.31080,CHAT,PF12770
STRG.18305,CHAT,PF12770
STRG.40349,CHAT,PF12770
STRG.33397,CHAT,PF12770
STRG.24907,CHAT,PF12770
STRG.31799,CHAT,PF12770
STRG.32097,CHAT,PF12770
STRG.36416,CHAT,PF12770
STRG.31798,CHAT,PF12770
STRG.35871.1,CHAT,PF12770
STRG.39750,CHAT,PF12770
STRG.18736.1,CHAT,PF12770
STRG.18736.2,CHAT,PF12770
STRG.18736.3,CHAT,PF12770
STRG.35871,CHAT,PF12770
STRG.31800,CHAT,PF12770
STRG.32098,CHAT,PF12770
STRG.3100,CHAT,PF12770
STRG.37525,CHB_HEX,PF03173
STRG.8664,CHB_HEX,PF03173
STRG.8666,CHB_HEX,PF03173
STRG.42893,CHB_HEX,PF03173
STRG.8665,CHB_HEX,PF03173
STRG.37524,CHB_HEX,PF03173
STRG.42892,CHB_HEX,PF03173
STRG.37523,CHB_HEX,PF03173
STRG.30732,CHB_HEX,PF03173
STRG.8663,CHB_HEX_C,PF03174
STRG.37523.3,CHB_HEX_C,PF03174
STRG.37523.5,CHB_HEX_C,PF03174
STRG.30732.2,CHB_HEX_C,PF03174
STRG.30733,CHB_HEX_C,PF03174
STRG.42663,CHB_HEX_C_1,PF13290
STRG.18848.1,CHCH,PF06747
STRG.8475.1,CHCH,PF06747
STRG.8476,CHCH,PF06747
STRG.32924,CHCH,PF06747
STRG.8875,CHD5,PF04420
STRG.21628,CHDCT2,PF08074
STRG.4967,CHDNT,PF08073
STRG.9292,CheR,PF01739
STRG.20513,CHGN,PF05679
STRG.43137,CHGN,PF05679
STRG.22865,CHGN,PF05679
STRG.43138,CHGN,PF05679
STRG.10670,CHGN,PF05679
STRG.43723,CHGN,PF05679
STRG.27321,CHGN,PF05679
STRG.9605,CHGN,PF05679
STRG.35296,CHGN,PF05679
